word,songsNames
a,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/Beautiful People - Ed Sheeran.txt, ./data/lyrics/Blank Space - Taylor Swift.txt, ./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Girlfriend - Charlie Puth.txt, ./data/lyrics/Happier - Ed Sheeran.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/I Don't Wanna Miss You - Trang_Tiên Tiên.txt, ./data/lyrics/I Don_t Wanna Live Forever - Taylor Swift and ZAYN.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/If - Vũ Cát Tường.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/Lonely - Justin Bieber_Benny Blanco.txt, ./data/lyrics/Love Story - Taylor Swift.txt, ./data/lyrics/Love Yourself - Justin Bieber.txt, ./data/lyrics/Lover - Taylor Swift.txt, ./data/lyrics/Marvin Gaye - Charlie Puth.txt, ./data/lyrics/ME! - Taylor Swift.txt, ./data/lyrics/Monster - Shawn Mendes_Justin Bieber.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt, ./data/lyrics/Mấy Khi Mà Sướng Thế Này - Trúc Nhân.txt, ./data/lyrics/Người Ơi Người Ở Đừng Về - Đức Phúc_Suboi.txt, ./data/lyrics/One Call Away - Charlie Puth.txt, ./data/lyrics/Past Life - Trevor Daniel _ Selena Gomez.txt, ./data/lyrics/Perfect - Ed Sheeran.txt, ./data/lyrics/Photograph - Ed Sheeran.txt, ./data/lyrics/Planet E - Vũ Cát Tường.txt, ./data/lyrics/See You Again - Charlie Puth.txt, ./data/lyrics/Shape of You - Ed Sheeran.txt, ./data/lyrics/Sorry - Justin Bieber.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt, ./data/lyrics/Summer Feelings - Lennon Stella Featuring Charlie Puth.txt, ./data/lyrics/Supermarket Flowers - Ed Sheeran.txt, ./data/lyrics/Sáng Mắt Chưa - Trúc Nhân.txt, ./data/lyrics/The Man - Taylor Swift.txt, ./data/lyrics/The Old You - Vũ Cát Tường.txt, ./data/lyrics/Thinking Out Loud - Ed Sheeran.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt, ./data/lyrics/Wolves - Selena Gomez _ Marshmello.txt, ./data/lyrics/You Need To Calm Down - Taylor Swift.txt"
but,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/Attention - Charlie Puth.txt, ./data/lyrics/Beautiful People - Ed Sheeran.txt, ./data/lyrics/Blank Space - Taylor Swift.txt, ./data/lyrics/Bài Này Chill Phết - Đen_MIN.txt, ./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Girlfriend - Charlie Puth.txt, ./data/lyrics/Happier - Ed Sheeran.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/How Long - Charlie Puth.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/I Don't Wanna Miss You - Trang_Tiên Tiên.txt, ./data/lyrics/I Don_t Wanna Live Forever - Taylor Swift and ZAYN.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/Lonely - Justin Bieber_Benny Blanco.txt, ./data/lyrics/Love Story - Taylor Swift.txt, ./data/lyrics/Love Yourself - Justin Bieber.txt, ./data/lyrics/Lover - Taylor Swift.txt, ./data/lyrics/Marvin Gaye - Charlie Puth.txt, ./data/lyrics/ME! - Taylor Swift.txt, ./data/lyrics/Monster - Shawn Mendes_Justin Bieber.txt, ./data/lyrics/Monster - Shawn Mendes_Justin Bieber.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt, ./data/lyrics/My Everything - Tiên Tiên.txt, ./data/lyrics/One Call Away - Charlie Puth.txt, ./data/lyrics/Perfect - Ed Sheeran.txt, ./data/lyrics/Photograph - Ed Sheeran.txt, ./data/lyrics/See You Again - Charlie Puth.txt, ./data/lyrics/Sorry - Justin Bieber.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt, ./data/lyrics/Summer Feelings - Lennon Stella Featuring Charlie Puth.txt, ./data/lyrics/Supermarket Flowers - Ed Sheeran.txt, ./data/lyrics/the 1 - Taylor Swift.txt, ./data/lyrics/The Old You - Vũ Cát Tường.txt, ./data/lyrics/Thinking Out Loud - Ed Sheeran.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt, ./data/lyrics/You Need To Calm Down - Taylor Swift.txt"
eyes,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/Beautiful People - Ed Sheeran.txt, ./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/I Don_t Wanna Live Forever - Taylor Swift and ZAYN.txt, ./data/lyrics/Love Story - Taylor Swift.txt, ./data/lyrics/Marvin Gaye - Charlie Puth.txt, ./data/lyrics/Perfect - Ed Sheeran.txt, ./data/lyrics/Photograph - Ed Sheeran.txt, ./data/lyrics/Planet E - Vũ Cát Tường.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt, ./data/lyrics/Summer Feelings - Lennon Stella Featuring Charlie Puth.txt, ./data/lyrics/Ta Là - JustaTee_Clean Bandit_Phương Ly.txt, ./data/lyrics/Thinking Out Loud - Ed Sheeran.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt, ./data/lyrics/Wolves - Selena Gomez _ Marshmello.txt"
do,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/Beautiful People - Ed Sheeran.txt, ./data/lyrics/Chúng Ta Không Thuộc Về Nhau - Sơ Tùng M-TP.txt, ./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Girlfriend - Charlie Puth.txt, ./data/lyrics/Happier - Ed Sheeran.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/Love Story - Taylor Swift.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt, ./data/lyrics/Mấy Khi Mà Sướng Thế Này - Trúc Nhân.txt, ./data/lyrics/Say You Do - Tiên Tiên.txt, ./data/lyrics/See You Again - Charlie Puth.txt, ./data/lyrics/Shape of You - Ed Sheeran.txt, ./data/lyrics/Sorry - Justin Bieber.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt, ./data/lyrics/Summer Feelings - Lennon Stella Featuring Charlie Puth.txt, ./data/lyrics/The Man - Taylor Swift.txt, ./data/lyrics/The Old You - Vũ Cát Tường.txt, ./data/lyrics/Tìm Hành Tinh Khác - Vũ Cát Tường.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt"
when,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/Attention - Charlie Puth.txt, ./data/lyrics/Beautiful People - Ed Sheeran.txt, ./data/lyrics/Blank Space - Taylor Swift.txt, ./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/How Long - Charlie Puth.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/I Don't Wanna Miss You - Trang_Tiên Tiên.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/Lonely - Justin Bieber_Benny Blanco.txt, ./data/lyrics/Lose You To Love Me - Selena Gomez.txt, ./data/lyrics/Love Story - Taylor Swift.txt, ./data/lyrics/Love Yourself - Justin Bieber.txt, ./data/lyrics/Marvin Gaye - Charlie Puth.txt, ./data/lyrics/ME! - Taylor Swift.txt, ./data/lyrics/Monster - Shawn Mendes_Justin Bieber.txt, ./data/lyrics/One Call Away - Charlie Puth.txt, ./data/lyrics/Past Life - Trevor Daniel _ Selena Gomez.txt, ./data/lyrics/Perfect - Ed Sheeran.txt, ./data/lyrics/Photograph - Ed Sheeran.txt, ./data/lyrics/See You Again - Charlie Puth.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt, ./data/lyrics/Supermarket Flowers - Ed Sheeran.txt, ./data/lyrics/The Man - Taylor Swift.txt, ./data/lyrics/The Old You - Vũ Cát Tường.txt, ./data/lyrics/Thinking Out Loud - Ed Sheeran.txt, ./data/lyrics/You Need To Calm Down - Taylor Swift.txt"
did,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/Lonely - Justin Bieber_Benny Blanco.txt, ./data/lyrics/Love Story - Taylor Swift.txt, ./data/lyrics/Supermarket Flowers - Ed Sheeran.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt, ./data/lyrics/Wolves - Selena Gomez _ Marshmello.txt"
cure,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt"
it,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/Beautiful People - Ed Sheeran.txt, ./data/lyrics/Blank Space - Taylor Swift.txt, ./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Girlfriend - Charlie Puth.txt, ./data/lyrics/Happier - Ed Sheeran.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/How Long - Charlie Puth.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/Lonely - Justin Bieber_Benny Blanco.txt, ./data/lyrics/Lose You To Love Me - Selena Gomez.txt, ./data/lyrics/Love Story - Taylor Swift.txt, ./data/lyrics/Marvin Gaye - Charlie Puth.txt, ./data/lyrics/ME! - Taylor Swift.txt, ./data/lyrics/Monster - Shawn Mendes_Justin Bieber.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt, ./data/lyrics/One Call Away - Charlie Puth.txt, ./data/lyrics/Past Life - Trevor Daniel _ Selena Gomez.txt, ./data/lyrics/Perfect - Ed Sheeran.txt, ./data/lyrics/Photograph - Ed Sheeran.txt, ./data/lyrics/Planet E - Vũ Cát Tường.txt, ./data/lyrics/See You Again - Charlie Puth.txt, ./data/lyrics/Shape of You - Ed Sheeran.txt, ./data/lyrics/Sorry - Justin Bieber.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt, ./data/lyrics/Summer Feelings - Lennon Stella Featuring Charlie Puth.txt, ./data/lyrics/the 1 - Taylor Swift.txt, ./data/lyrics/The Man - Taylor Swift.txt, ./data/lyrics/The Old You - Vũ Cát Tường.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt, ./data/lyrics/You Need To Calm Down - Taylor Swift.txt"
im,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/Attention - Charlie Puth.txt, ./data/lyrics/Beautiful People - Ed Sheeran.txt, ./data/lyrics/Blank Space - Taylor Swift.txt, ./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Có Người - Vũ Cát Tường.txt, ./data/lyrics/Cũng Đành Thôi - Đức Phúc.txt, ./data/lyrics/Cầu Vồng Khuyết - Tuấn Hưng.txt, ./data/lyrics/Em Không Thể - Tiên Tiên_Touliver.txt, ./data/lyrics/Em Mới Là Người Yêu Anh - MIN.txt, ./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Girlfriend - Charlie Puth.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/I Don't Wanna Miss You - Trang_Tiên Tiên.txt, ./data/lyrics/I Don't Wanna Miss You - Trang_Tiên Tiên.txt, ./data/lyrics/I Don_t Wanna Live Forever - Taylor Swift and ZAYN.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/If - Vũ Cát Tường.txt, ./data/lyrics/Lonely - Justin Bieber_Benny Blanco.txt, ./data/lyrics/Love Story - Taylor Swift.txt, ./data/lyrics/Love Yourself - Justin Bieber.txt, ./data/lyrics/Lover - Taylor Swift.txt, ./data/lyrics/Marvin Gaye - Charlie Puth.txt, ./data/lyrics/Marvin Gaye - Charlie Puth.txt, ./data/lyrics/ME! - Taylor Swift.txt, ./data/lyrics/ME! - Taylor Swift.txt, ./data/lyrics/Monster - Shawn Mendes_Justin Bieber.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt, ./data/lyrics/Mặt Trời Của Em - Phương Ly_JustaTee .txt, ./data/lyrics/Như Ngày Hôm Qua - Sơn Tùng M-TP.txt, ./data/lyrics/One Call Away - Charlie Puth.txt, ./data/lyrics/Past Life - Trevor Daniel _ Selena Gomez.txt, ./data/lyrics/Perfect - Ed Sheeran.txt, ./data/lyrics/Photograph - Ed Sheeran.txt, ./data/lyrics/See You Again - Charlie Puth.txt, ./data/lyrics/Shape of You - Ed Sheeran.txt, ./data/lyrics/Sorry - Justin Bieber.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt, ./data/lyrics/Summer Feelings - Lennon Stella Featuring Charlie Puth.txt, ./data/lyrics/Supermarket Flowers - Ed Sheeran.txt, ./data/lyrics/the 1 - Taylor Swift.txt, ./data/lyrics/The Man - Taylor Swift.txt, ./data/lyrics/Thinking Out Loud - Ed Sheeran.txt, ./data/lyrics/Vết Mưa - Vũ Cát Tường.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt, ./data/lyrics/You Need To Calm Down - Taylor Swift.txt, ./data/lyrics/Âm Thầm Bên Em - Sơn Tùng M-TP.txt, ./data/lyrics/Đừng Xin Lỗi Nữa (Don't Say Sorry) - ERIK_MIN.txt, ./data/lyrics/Đừng Yêu Nữa_Em Mệt Rồi - MIN.txt"
learn,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt"
bad,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/Blank Space - Taylor Swift.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/Monster - Shawn Mendes_Justin Bieber.txt, ./data/lyrics/Past Life - Trevor Daniel _ Selena Gomez.txt, ./data/lyrics/The Man - Taylor Swift.txt"
might,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt"
gotta,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/How Long - Charlie Puth.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt, ./data/lyrics/Sorry - Justin Bieber.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt"
make,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/Blank Space - Taylor Swift.txt, ./data/lyrics/Girlfriend - Charlie Puth.txt, ./data/lyrics/Happier - Ed Sheeran.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/How Long - Charlie Puth.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/Love Story - Taylor Swift.txt, ./data/lyrics/Love Yourself - Justin Bieber.txt, ./data/lyrics/Lover - Taylor Swift.txt, ./data/lyrics/ME! - Taylor Swift.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt, ./data/lyrics/My Everything - Tiên Tiên.txt, ./data/lyrics/One Call Away - Charlie Puth.txt, ./data/lyrics/Planet E - Vũ Cát Tường.txt, ./data/lyrics/Shape of You - Ed Sheeran.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt, ./data/lyrics/The Man - Taylor Swift.txt, ./data/lyrics/Wolves - Selena Gomez _ Marshmello.txt"
what,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/Attention - Charlie Puth.txt, ./data/lyrics/Attention - Charlie Puth.txt, ./data/lyrics/Beautiful People - Ed Sheeran.txt, ./data/lyrics/Beautiful People - Ed Sheeran.txt, ./data/lyrics/Blank Space - Taylor Swift.txt, ./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Galway Girl - Ed Sheeran.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/How Long - Charlie Puth.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/I Don't Wanna Miss You - Trang_Tiên Tiên.txt, ./data/lyrics/I Don_t Wanna Live Forever - Taylor Swift and ZAYN.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/Lonely - Justin Bieber_Benny Blanco.txt, ./data/lyrics/Love Story - Taylor Swift.txt, ./data/lyrics/ME! - Taylor Swift.txt, ./data/lyrics/Monster - Shawn Mendes_Justin Bieber.txt, ./data/lyrics/Monster - Shawn Mendes_Justin Bieber.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt, ./data/lyrics/Past Life - Trevor Daniel _ Selena Gomez.txt, ./data/lyrics/Perfect - Ed Sheeran.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt, ./data/lyrics/Summer Feelings - Lennon Stella Featuring Charlie Puth.txt, ./data/lyrics/The Man - Taylor Swift.txt, ./data/lyrics/The Old You - Vũ Cát Tường.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt"
yours,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/Lose You To Love Me - Selena Gomez.txt, ./data/lyrics/Lover - Taylor Swift.txt"
are,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/Attention - Charlie Puth.txt, ./data/lyrics/Beautiful People - Ed Sheeran.txt, ./data/lyrics/Beautiful People - Ed Sheeran.txt, ./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/I Don't Wanna Miss You - Trang_Tiên Tiên.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/My Everything - Tiên Tiên.txt, ./data/lyrics/Perfect - Ed Sheeran.txt, ./data/lyrics/Photograph - Ed Sheeran.txt, ./data/lyrics/Planet E - Vũ Cát Tường.txt, ./data/lyrics/Shape of You - Ed Sheeran.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt, ./data/lyrics/the 1 - Taylor Swift.txt, ./data/lyrics/The Old You - Vũ Cát Tường.txt, ./data/lyrics/Thinking Out Loud - Ed Sheeran.txt, ./data/lyrics/You Need To Calm Down - Taylor Swift.txt"
hours,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/Beautiful People - Ed Sheeran.txt, ./data/lyrics/Shape of You - Ed Sheeran.txt"
think,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/exile - Taylor Swift.txt, ./data/lyrics/Girlfriend - Charlie Puth.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/I Don't Wanna Miss You - Trang_Tiên Tiên.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/Lose You To Love Me - Selena Gomez.txt, ./data/lyrics/Love Story - Taylor Swift.txt, ./data/lyrics/Love Yourself - Justin Bieber.txt, ./data/lyrics/ME! - Taylor Swift.txt, ./data/lyrics/Planet E - Vũ Cát Tường.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt, ./data/lyrics/the 1 - Taylor Swift.txt, ./data/lyrics/We Don’t Talk Anymore - Charlie Puth.txt"
yeah,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/Attention - Charlie Puth.txt, ./data/lyrics/Attention - Charlie Puth.txt, ./data/lyrics/Beautiful People - Ed Sheeran.txt, ./data/lyrics/Blank Space - Taylor Swift.txt, ./data/lyrics/Chạy Ngay Đi - Sơn Tùng M-TP.txt, ./data/lyrics/Girlfriend - Charlie Puth.txt, ./data/lyrics/Girlfriend - Charlie Puth.txt, ./data/lyrics/Happier - Ed Sheeran.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt, ./data/lyrics/Holy - Justin Bieber_Chance The Rapper.txt, ./data/lyrics/How Long - Charlie Puth.txt, ./data/lyrics/How Long - Charlie Puth.txt, ./data/lyrics/How Long - Charlie Puth.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/Hãy Trao Cho Anh - Sơn Tùng M-TP.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/I Don't Care - Ed Sheeran_Justin Bieber.txt, ./data/lyrics/Ice Cream - BLACKPINK _ Selena Gomez.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/Intentions - Justin Bieber_Quavo.txt, ./data/lyrics/Lose You To Love Me - Selena Gomez.txt, ./data/lyrics/Marvin Gaye - Charlie Puth.txt, ./data/lyrics/ME! - Taylor Swift.txt, ./data/lyrics/Monster - Shawn Mendes_Justin Bieber.txt, ./data/lyrics/Monster - Shawn Mendes_Justin Bieber.txt, ./data/lyrics/Monster - Shawn Mendes_Justin Bieber.txt, ./data/lyrics/Mood - 24kGoldn_Justin Bieber_J Balvin & iann dior.txt, ./data/lyrics/My Everything - Tiên Tiên.txt, ./data/lyrics/Như Ngày Hôm Qua - Sơn Tùng M-TP.txt, ./data/lyrics/Planet E - Vũ Cát Tường.txt, ./data/lyrics/Say You Do - Tiên Tiên.txt, ./data/lyrics/See You Again - Charlie Puth.txt, ./data/lyrics/Sorry - Justin Bieber.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt, ./data/lyrics/South of the Border - Ed Sheeran.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt, ./data/lyrics/Stuck With U - Ariana Grande_Justin Bieber.txt, ./data/lyrics/Summer Feelings - Lennon Stella Featuring Charlie Puth.txt, ./data/lyrics/The Man - Taylor Swift.txt, ./data/lyrics/Tìm (Lost) - MIN_MR.A.txt, ./data/lyrics/Tìm (Lost) - MIN_MR.A.txt, ./data/lyrics/Tìm (Lost) - MIN_MR.A.txt, ./data/lyrics/Tìm (Lost) - MIN_MR.A.txt, ./data/lyrics/Tìm (Lost) - MIN_MR.A.txt, ./data/lyrics/Tìm (Lost) - MIN_MR.A.txt, ./data/lyrics/Vì Yêu Cứ Đâm Đầu - MIN_Đen_JustaTee.txt, ./data/lyrics/Wolves - Selena Gomez _ Marshmello.txt"
drunk,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/Blank Space - Taylor Swift.txt, ./data/lyrics/cardigan - Taylor Swift.txt, ./data/lyrics/How Long - Charlie Puth.txt, ./data/lyrics/Wolves - Selena Gomez _ Marshmello.txt"
ten,"./data/lyrics/10,000 Hours - Dan + Shay_Justin Bieber.txt, ./data/lyrics/Hard on Yourself - Charlie Puth _ blackbear.txt"
